Project,Commit,Version,NbDependencies,BloatedDirect,BloatedTransitive,UsedDirect,UsedTransitive
org-tigris-jsapar/jsapar,5335eb2d10ec7314e33d1beaf0fd553908378deb,1.4.4,1,0,0,1,0
org-tigris-jsapar/jsapar,6721f5e335fff7521e65f13d5e4c8b0e7405e8a5,1.5.1,1,0,0,1,0
org-tigris-jsapar/jsapar,76d2319ba900a9a8449a177f56b95ae1fe5b6b8b,2.0.1,2,0,1,1,0
org-tigris-jsapar/jsapar,a7e9db64cf8ff94ee86cd51e3a5840c669e789f5,1.5.0,1,0,0,1,0
org-tigris-jsapar/jsapar,083d35194be2354d2e8a65dbffa413e3c68ab5f8,1.6.0,1,0,0,1,0
org-tigris-jsapar/jsapar,f18c0d3396dc595cf581a9f24aaf9e36f518a393,2.2.0,2,0,1,1,0
org-tigris-jsapar/jsapar,82e7879e44c449e90a49cb42e881ef2413075684,1.4.5,1,0,0,1,0
org-tigris-jsapar/jsapar,279db113b0b582ff10f521d1ac4facf610cbf61c,null,2,0,1,1,0
org-tigris-jsapar/jsapar,9e582de76f3540ef0cfbcb039cbd23e2c5e4adb8,1.6.1,1,0,0,1,0
org-tigris-jsapar/jsapar,c8ccc5c20e73f4e9db820cfc4f796c5cfa777b28,1.6.2,1,0,0,1,0
org-tigris-jsapar/jsapar,eb11ba0b9e96dd95a13af86eddde519be98064a4,2.0.0,2,0,1,1,0
org-tigris-jsapar/jsapar,eb42870f3109c897479df3a0b1f4f9491acfe3aa,2.1.0,2,0,1,1,0
org-tigris-jsapar/jsapar,d9ca8251f49ee98b8157514a09702797b6ce5b5b,1.4.3,1,0,0,1,0
headius/invokebinder,59063b18b0632af78727ce3c29e29118e8042867,1.0,2,0,1,1,0
headius/invokebinder,a668f7c7521e0d7467d993ae88d483af9927d6d5,1.1,2,0,1,1,0
headius/invokebinder,43b22c139ac9a3c52c62796290cb0d47465d7668,1.8,2,0,1,1,0
headius/invokebinder,3069f739e2f7e9c495abefef6d82eca90914e222,null,2,0,1,1,0
headius/invokebinder,3dc99873ae614372e157f82c76bdd743c75f9203,1.3,2,0,1,1,0
headius/invokebinder,8b05f6e38747d98084b1479ecd5bde4432a82644,1.7,2,0,1,1,0
headius/invokebinder,a668d54e2c48bd4d59c7d5a0ac6aa47edd6431d0,1.9,2,0,1,1,0
headius/invokebinder,c967c7210398572e6a3492590e73173390617dd4,1.4,2,0,1,1,0
headius/invokebinder,b3d3de3fd4bc9a012fbe946f34b58cbc88115f42,1.5,2,0,1,1,0
headius/invokebinder,63651b7cc893e0c1d5d6eab19d42e6d7a4a0a75e,1.11,2,0,1,1,0
headius/invokebinder,d55e3e5036c4280a34a898b9c069b26b783ea0c2,1.6,2,0,1,1,0
headius/invokebinder,8831430880c9ed7b316955166191215150683dbd,1.2,2,0,1,1,0
headius/invokebinder,f29033fe94b97c419f64e4d8f441b96cd18f9a87,1.10,2,0,1,1,0
sgreben/regex-builder,fe63d29815e6339c47b4fff921404f4fdc8765dd,null,3,1,0,1,1
sgreben/regex-builder,c0c6bcd33c08ce3cddb25c37d16ab690ca2e0f92,1.2.0,3,1,0,1,1
sgreben/regex-builder,54d40eedc81546d484f97cdfd3c1dbc3976d8e3e,1.0.1,2,0,1,1,0
sgreben/regex-builder,1095ed5df6aca415a222224f38eff7bc8d7b5cd8,1.0.2,2,0,1,1,0
sgreben/regex-builder,6970d814d393308591b469a2bf5085c15118cbc5,1.1.0,3,1,0,1,1
sgreben/regex-builder,814d7ee9aee6dda47142755665f78546d4ebbfa1,1.2.1,3,1,0,1,1
octavian-h/time-series-math,bb079e117c7791178f86af217a69fa2be95911ec,0.14,6,0,3,3,0
octavian-h/time-series-math,d9772c35ae3930be9d4abd7e6582524a11001996,0.1,6,1,2,2,1
octavian-h/time-series-math,f1f613063651369dfd23545c82ff1b5339b7f3c5,0.9,6,0,3,3,0
octavian-h/time-series-math,03b05cfbfd18c23bb023f3f5560eaf2c58fd2d79,0.6,6,0,2,3,1
octavian-h/time-series-math,3c160b6d9fc18e2e262f92c9202ae1ca683a1840,0.17,8,1,4,3,0
octavian-h/time-series-math,cde51e4cea8bfeda156e6c9df97f1f05c3f5cfb6,0.8,6,0,3,3,0
octavian-h/time-series-math,ea2efe0f2613f46775846549e688cee8c228928d,0.4,6,0,2,3,1
octavian-h/time-series-math,a97070e81df16f35b4319c1608ab8cea02aad955,0.16,7,0,4,3,0
octavian-h/time-series-math,035977238ac8c327566e33b372d1b9bbf4781f91,0.18,8,1,4,3,0
octavian-h/time-series-math,a89668b6c2ecf3e9298c3cc60e93905e041abe4f,0.7,6,0,2,3,1
octavian-h/time-series-math,4c3a6a2e484bd2797f5cab0173fe52836e0b1eaf,0.12,6,0,3,3,0
octavian-h/time-series-math,c927d2960dacba6707c37115b38a34c6eaace9ad,0.10,6,0,3,3,0
octavian-h/time-series-math,48e7eabfadeb8a3cd4eadea116fde43335b05492,null,8,1,4,3,0
octavian-h/time-series-math,e2ae7c7f0247abfbd499716db58557d47f2c4f16,0.2,6,1,2,2,1
octavian-h/time-series-math,3939ab723be4b893dca930dbcc5f58f7b22e8591,0.3,6,0,2,3,1
octavian-h/time-series-math,a24af357daf0fb534374b5639a4852c0452c829a,0.15,6,0,3,3,0
octavian-h/time-series-math,cce2dd56cab8966bdcc95d7fb256a0049c4d153d,0.5,6,0,2,3,1
octavian-h/time-series-math,b2a3a7bc5ed13f1923fdc04e24da183aa4ea9685,0.13,6,0,3,3,0
octavian-h/time-series-math,da021f3c17339421e044560ff7e42f9ce882a7eb,0.4-SNAPSHOOT,6,0,2,3,1
octavian-h/time-series-math,ebe6ceb58b6be26ee1ac40bf5f16b927efcc46ed,0.11,6,0,3,3,0
apigee/apigee-smartdocs-maven-plugin,41ab418a3706c07a9a05419e50bf60196390f928,null,75,10,49,9,7
apigee/apigee-smartdocs-maven-plugin,03b0f801b38f1b949f58ed802f3718cb202c0c9b,2.1.0,74,10,48,9,7
flipkart-incubator/hbase-orm,d83ec0277736f99aca23eb6ecd3697602c15e8a4,1.12.1,190,6,115,0,69
flipkart-incubator/hbase-orm,656f9a65cb536633d6dbca3c2864e66686c891b8,1.14,190,6,115,0,69
flipkart-incubator/hbase-orm,e6e9b08a5fdf65f5da2335cbcf28f8c3c20ac1e9,1.12,190,6,115,0,69
flipkart-incubator/hbase-orm,d3a57cf89382a5560319e715dd1bfdf9f5bc530b,1.14.1,190,6,115,0,69
flipkart-incubator/hbase-orm,4c8b0be10b4f4ccea295b2c5643b2080b6d0a425,1.13,190,6,115,0,69
flipkart-incubator/hbase-orm,e1e3431fffe531e20b0629b76ac2574888100378,1.16,190,5,116,1,68
flipkart-incubator/hbase-orm,ce8dfb49018a66d867d06d2de03c37d2615a2123,1.18,165,5,146,5,9
flipkart-incubator/hbase-orm,21fbf4bc6647755c62a9e5323b02c5a22a5e5384,1.15,190,6,115,0,69
flipkart-incubator/hbase-orm,5297b6346b8346d4a5971728516a3e72b7314fa9,1.11-hdp31-78,190,6,115,0,69
flipkart-incubator/hbase-orm,4b1ab312b2d651bcafa8a3e1bafb0dda54372b99,null,190,6,115,0,69
jruby/jcodings,d9555e2e1b571714d73370668600811146491bbc,1.0.0,1,1,0,0,0
jruby/jcodings,78ca96277f70b29db2c52da0892b20959eb531bd,1.0.43,2,0,1,1,0
jruby/jcodings,34f4f4ce8ab1454f3e09108fc52941fa4ebd59aa,1.0.36,2,0,1,1,0
jruby/jcodings,de8f1e758112e12fc5f4bceb17d14560f9fc9b82,1.0.46,2,0,1,1,0
jruby/jcodings,a46820239018f4a41f47358f4ed8c8a1a5945f1b,1.0.38,2,0,1,1,0
jruby/jcodings,8914725be0394abe012ee571aecea7120a4599bf,1.0.31,2,0,1,1,0
jruby/jcodings,57236cd3cf9ced11371a970b6082e38dc8564aee,1.0.54,2,0,1,1,0
jruby/jcodings,0b5dc3cd546d078956b8a806a0555b1c1ef38c6d,1.0.44,2,0,1,1,0
jruby/jcodings,6396381da1b86db666f4a6114d36eb37dddd438d,1.0.50,2,0,1,1,0
jruby/jcodings,06d519ea0d48723364f1d9ffb129fab15f13d1b5,1.0.48,2,0,1,1,0
jruby/jcodings,419177d2f6f84267e11f8db288a70a602a533c61,1.0.29,2,0,1,1,0
jruby/jcodings,aeb17fea12618e1432dc97a674019587c64af572,1.0.47,2,0,1,1,0
jruby/jcodings,20a1260c6b9b10395ef0a475544e5b0d9244da74,1.0.53,2,0,1,1,0
jruby/jcodings,85877440485ff65a281271df30f2c0758a75e65a,1.0.39,2,0,1,1,0
jruby/jcodings,7fde2999d3bb9cc8d497733132422aae39bea816,1.0.40,2,0,1,1,0
jruby/jcodings,5445899d0566acb74bd87d92f54c4b89371f6a1d,1.0.51,2,0,1,1,0
jruby/jcodings,f7d9b20be46be205b82aeb3f1058dfb8e3444790,null,2,0,1,1,0
jruby/jcodings,9bca923f78daae2ae59679b97778b3c13f8fbbaa,1.0.35,2,0,1,1,0
jruby/jcodings,292dde527deb3d0d679f2522a1929bd0634b15a1,1.0.41,2,0,1,1,0
jruby/jcodings,81ee9f6573c718f633d562519993317a18b63bea,1.0.42,2,0,1,1,0
jruby/jcodings,11a1fdc0a1267e962b0f0359a7fd640aa9e07d81,1.0.55,2,0,1,1,0
jruby/jcodings,d8f4e053252df6b066246300b9b04e61be74bda8,1.0.37,2,0,1,1,0
jruby/jcodings,ea5cb72e981563dd1e20d3ea5d4e780a3b7524d6,1.0.49,2,0,1,1,0
jruby/jcodings,f80d2fc13e222b9b3dbac29bcead68d50bab1b26,1.0.34,2,0,1,1,0
jruby/jcodings,3709fc519a3081cb4931dfae47584596ad2d15e0,1.0.45,2,0,1,1,0
jruby/jcodings,5b85646458213cd11452d5be2591aa9ef984a725,1.0.52,2,0,1,1,0
jruby/jcodings,d8edaa9b55ea38cd41b7ff85ea73b76cdcf945dd,1.0.30,2,0,1,1,0
apache/commons-lang,e0b474c0d015f89a52c4cf8866fa157dd89e7d1c,3.10,16,2,8,4,2
apache/commons-lang,12978ce65b7bb41f71c2fe38a9cb9dac0294dcc5,null,16,2,8,4,2
apache/commons-lang,c24701ed3b3d2f178b2ba55b281c4e8d4ca5a3f9,null,16,2,8,4,2
apache/commons-lang,af95fdaa2d9765baaa4b809034a53b2e523b789c,null,16,2,8,4,2
apache/commons-lang,0131cc31fc5f367813781e84dea215630955301f,null,16,2,8,4,2
apache/commons-lang,14e7f8db27454c9c364b46d72432c1d92e28ee07,3.8,9,1,3,4,1
apache/commons-lang,fdd73e696aefaa038c64471d5906879c848cb7fb,null,16,2,8,4,2
apache/commons-lang,ae9b31285e798b571a31a16ced2fca7a37ab8287,3.8.1,9,1,3,4,1
apache/commons-lang,3480d214bd65322bf62a5ae1879574b72b6c69bd,null,16,2,8,4,2
apache/commons-lang,3e9526de77d0e330e07c9c479cd3947eba6abc97,null,16,2,8,4,2
apache/commons-lang,3eb8facea0c9079cfaeee7c6292b107f02c7bf81,null,16,2,8,4,2
apache/commons-lang,26dc0118d486ef89f463a0da0837cca86950dcbf,null,16,2,8,4,2
apache/commons-lang,79669af65ee0bafc8f8104f24d36037c75590d44,null,16,2,8,4,2
apache/commons-lang,bc9612872904f6d375f73b308a43add8bf203879,null,16,2,8,4,2
apache/commons-lang,964f6ea4789ec1540226e63bd41001fcc564cfca,null,16,2,8,4,2
apache/commons-lang,425d8085cfcaab5a78bf0632f9ae77b7e9127cf8,3.7,9,1,3,4,1
apache/commons-lang,ac1070e84e42acf3c2ada36e4727c2d99b0fc48e,3.11,16,2,8,4,2
apache/commons-lang,38c3d59a895ec18495fccb98550c3cfb005bd8fb,null,16,2,8,4,2
apache/commons-lang,4f4e9786a868c1657ed5c1d5af37cdbb86ccf5e7,3.9,16,2,8,4,2
apache/commons-lang,a498962a0bf5d36a60ce17fdd2720607e97689c9,null,16,2,8,4,2
apache/commons-lang,6fc542586f6d6e309ec0d1ecf5c5902f0c2e8f06,null,16,2,8,4,2
apache/commons-lang,98e7ea68cec0b03acd08f28d0c67d7698f03af60,null,16,2,8,4,2
apache/commons-lang,ba09f94d970837abe778bd57c69fc7fc4a58f162,null,16,2,8,4,2
apache/commons-lang,02d6a732fdbbb8a2985dcaf8de1386aa297b6b3b,null,16,2,8,4,2
apache/commons-lang,101e988aabc6b213535426aa343cc194613b5035,null,16,2,8,4,2
apache/commons-lang,1f0ea934246750be78b15c7a72192c4a7835b7f3,null,16,2,8,4,2
apache/commons-lang,40b4b03d264205969305cee0e85a50ed81d1c946,null,16,2,8,4,2
apache/commons-lang,09043bfa6f1f9ebb946c7b159735c83259e3a89f,3.6,10,2,3,4,1
apache/commons-lang,36f98d87b24c2f542b02abbf6ec1ee742f1b158b,3.5,6,0,1,4,1
apache/commons-lang,3a3c517b4074b752d2e17153b8f8b5ab225b9f92,null,16,2,8,4,2
apache/commons-lang,67d23532e5f035f9bd79705cb4753fcd0d80ff45,null,16,2,8,4,2
shred/commons-suncalc,cbf57e54ccea912b339e6c8b6daf8aae16c2c60b,3.0,4,0,1,3,0
shred/commons-suncalc,7aff0c08452dd2a43744925929a158b1294ead01,3.3,4,0,1,3,0
shred/commons-suncalc,5f87ea29fb6915b15e5a64b43ee25ee0111c962f,3.4,4,0,1,3,0
shred/commons-suncalc,d4d2a458fbf0e6e0c49a74444123b69de46f9a31,3.2,4,0,1,3,0
shred/commons-suncalc,b340175c1231c69bed5e658822ddb25b7b62a008,2.4,4,0,1,3,0
shred/commons-suncalc,c640afb0eea96481c5d94f59d4aa6633931315d0,2.6,4,0,1,3,0
shred/commons-suncalc,f4178580a8e3451bfe5212845c80738e0f4c7f27,2.2,4,0,1,3,0
shred/commons-suncalc,40bf9b838df234c856f94926816846be1f40cd9f,2.1,3,0,1,2,0
shred/commons-suncalc,406d7ad6bf2bd115f56f973c64029f242d741aaa,2.7,4,0,1,3,0
shred/commons-suncalc,7d306d0ead218fa2983346829def472bd58868db,2.8,4,0,1,3,0
shred/commons-suncalc,4835fb0d0408cb53ce84af3c4eb76505a3aa42d6,2.9,4,0,1,3,0
shred/commons-suncalc,a71ab3d0a329f430740b96894decb87e379105ae,3.1,4,0,1,3,0
shred/commons-suncalc,5c383a57474f28a0b9a08d2455aaf3bd16f1a952,null,4,0,1,3,0
shred/commons-suncalc,a1218579e1e5ad1399e921322fb67a8a1b60f6d7,2.3,4,0,1,3,0
shred/commons-suncalc,5c4a4913b922c6c5ed9b91c89bc7067d69cdb7fc,2.5,4,0,1,3,0
apereo/cas-server-security-filter,6651664cc338627c03c753800b0a8d9b5868bc79,2.0.2,7,1,1,4,1
apereo/cas-server-security-filter,3b635faa2987d521ee91d52a8c62cd91874c9e29,2.0.8,7,1,1,4,1
apereo/cas-server-security-filter,1a90ec4f19d79ed4bba2094a4018d08839942db5,2.0.10.3,7,1,1,4,1
apereo/cas-server-security-filter,5b244c6e1f61e54944237d4ffa407a23d12c3a87,1.0.0,6,2,1,2,1
apereo/cas-server-security-filter,6c9ba1c125330c60b67d8c38fb47d3beb3ac8527,2.0.3,7,1,1,4,1
apereo/cas-server-security-filter,447b7f0811e8bba931c2dc33f3a0fc8ba0abb652,null,9,1,4,4,0
apereo/cas-server-security-filter,825c884eb9616fb1c1070e7d41e09cd4424d5186,2.0.5,7,1,1,4,1
apereo/cas-server-security-filter,e960b74152950a83e55131093f295d1ba31f00c4,2.0.10.2,7,1,1,4,1
apereo/cas-server-security-filter,08575104fe93465913e805f6f1447f7633ce0de5,2.0.4,7,1,1,4,1
apereo/cas-server-security-filter,49d769a8f0da3318dd8e63ecabb4954fcfb18030,2.0.7,7,1,1,4,1
apereo/cas-server-security-filter,4d2e5693ca4cf6c3f89fa60390fcec4c4b4d5780,2.0.9,7,1,1,4,1
apereo/cas-server-security-filter,91232c0b5d1b0dac23cefaba0b98549b9246f3dd,2.0.1,7,1,1,4,1
apereo/cas-server-security-filter,c42b8beb6e78c2962fbc4b725ca25d6edb209152,2.0.8.1,7,1,1,4,1
apereo/cas-server-security-filter,789e842c451d9f373c28b4584adfde7b6dd16e54,2.0.0,5,0,1,3,1
apereo/cas-server-security-filter,c99621fbb5f22a3b8f742de141d686cc24f1c1a2,2.0.10,7,1,1,4,1
apereo/cas-server-security-filter,8db8122d20b9c6e29a05cebeba68e9bb84e88241,2.0.10.4,7,1,1,4,1
apereo/cas-server-security-filter,3003e5ba4828392606bcd5d3a183b1ce899a40a6,2.0.10.1,7,1,1,4,1
apereo/cas-server-security-filter,0a8aa9480d95f90e46919451ce45d3399d320f52,2.0.6,7,1,1,4,1
apereo/cas-server-security-filter,e0eb87e2bab90a16240a5652ddcac70ab8d42d31,null,9,1,4,4,0
flipkart-incubator/databuilderframework,ca675587fb82aa5ca36f42cb30736a2b7edf2815,0.5.3,12,2,1,2,7
flipkart-incubator/databuilderframework,cc5317489c34d761daf428baf3c931a3aa80e6c5,0.5.2,12,2,1,2,7
flipkart-incubator/databuilderframework,fb9753157f9b7d03240bc2a08c6800a5e9a6e846,0.5.1,12,2,1,2,7
dequelabs/axe-core-maven-html,8ea57f23339ebecfa4f469949ca2dfc90d36e2ef,null,24,1,18,3,2
dequelabs/axe-core-maven-html,925d93f09e12521b17e4f670f3c82a1ebb0c0012,null,24,1,18,3,2
dequelabs/axe-core-maven-html,87916c45526b89acd4495e1e598ddcf0d4befb4c,null,24,1,18,3,2
dequelabs/axe-core-maven-html,d916f3e09b449ae31d8d1204b5b24a876b5380c8,null,38,5,22,3,8
dequelabs/axe-core-maven-html,00b9c190df0076cf304409d512a10abb8633de12,null,26,1,19,3,3
dequelabs/axe-core-maven-html,a8ae689cb06971225546ab04501d0360935b63ee,4.0.0,38,4,25,3,6
dequelabs/axe-core-maven-html,ba75c4201bf38d53be6bfe5b51ad73e4d130629e,null,26,1,19,3,3
dequelabs/axe-core-maven-html,7295782cacb3165f5792dd49eacc0a30b97326f6,null,26,1,19,3,3
dequelabs/axe-core-maven-html,4542aeecdf52b01aaac1a050dc19f768fa98a237,null,26,1,19,3,3
dequelabs/axe-core-maven-html,738e3522a591184820c586e3a1538ca186579a23,null,24,1,18,3,2
dequelabs/axe-core-maven-html,7d4531471db490c6ae244efcff7a7aaea1e59b07,null,26,1,19,3,3
dequelabs/axe-core-maven-html,fb35119b0a066e1affafcc357bf03c5881298cfc,null,24,1,18,3,2
dequelabs/axe-core-maven-html,fa1b7777da545c43ad07f07ff8d294453dc6f4fb,null,26,1,19,3,3
dequelabs/axe-core-maven-html,a74c82e24cd2d2ae12b12550ac1d11e1334046ca,null,38,5,22,2,9
dequelabs/axe-core-maven-html,547141d1bb62d59507dc4bd0294c01c2df3c6b7f,null,26,1,19,3,3
dequelabs/axe-core-maven-html,0f879428af0d8ef6d12271aae5d24d605ef93667,null,38,4,24,3,7
dequelabs/axe-core-maven-html,22f1c8933632872e549c571702fc76e995f5d29e,null,26,1,19,3,3
dequelabs/axe-core-maven-html,4fa8e769f4ae1dc0ff0ef0bfe2f84d21e24042ab,null,24,1,18,3,2
dequelabs/axe-core-maven-html,0891c391b99aa0f01eee88b39359a5992e980a53,null,38,4,24,3,7
dequelabs/axe-core-maven-html,f81a390f802f43beaf4e49da26ce822a444c1260,null,26,1,19,3,3
dequelabs/axe-core-maven-html,3df38cf9ce0501c9317f1fbc38127ff8fdcc5d98,null,26,1,19,3,3
dequelabs/axe-core-maven-html,713ce0c5990fb09f535d646c6489b6be132fb5e7,3.1,24,1,18,3,2
dequelabs/axe-core-maven-html,ca70c9c76a6ce11c504b24e3c52d9252235eb393,null,26,1,19,3,3
Nanopublication/nanopub-java,17307c5fdfff4707594df437c4e6866305bde634,1.30,50,2,23,12,13
Nanopublication/nanopub-java,2fa3231304cfa10fa06be3f205874de41ef1975a,null,50,2,23,12,13
Nanopublication/nanopub-java,cd4ee7e6856d624ce64df635fc6e7d6301acf696,1.29,50,2,23,12,13
Nanopublication/nanopub-java,08d04024d3f8e3c42093fbb9033567d33e36bf6a,1.24,53,5,23,12,13
Nanopublication/nanopub-java,b0ff2c0d541930bd0ae7561bdd984bec502a466f,1.25,52,4,23,12,13
Nanopublication/nanopub-java,ab9987ee04edf32c139f0adbf79fe2093df4b732,1.26,50,2,23,12,13
Nanopublication/nanopub-java,46e363de874ee1eb211ca4c3e10256f359f7d4f3,1.31,50,2,23,12,13
Nanopublication/nanopub-java,63b0a0993ea3c78005b878333e2f2ee04ed9614f,1.28,50,2,23,12,13
Nanopublication/nanopub-java,07aa4332aa2cdfaf0c6158a8e7ed30b926aa6efc,1.32,50,2,23,12,13
Nanopublication/nanopub-java,84fe8e32840d1f8d08a813d35e99ad94de8955ab,1.23,53,5,23,12,13
Nanopublication/nanopub-java,6b46bcc8bb3d8d6578f03cfffaaec3bd0e12f88a,1.27,50,2,23,12,13
Nanopublication/nanopub-java,ba6197246346f3e5a9d68c53928ee33b8442870d,1.21,53,5,23,12,13
Nanopublication/nanopub-java,7376d71ee873269927b22ef5410e494fcf8c2113,1.22,53,5,23,12,13
zencoder/zencoder-java,1cd3233fdaae089fe6e76c37d16d70bc234ef414,null,12,0,8,3,1
zencoder/zencoder-java,cdc382e4fe5d343457873b250c775d879df16b08,2.0.23,12,0,8,3,1
zencoder/zencoder-java,4324ec6eb8a18755c4b0313ec1806137469e37b4,2.0.21,12,0,8,3,1
zencoder/zencoder-java,af913bb0e86d0110abccc23d282cc74adfecc78d,2.0.22,12,0,8,3,1
SteelBridgeLabs/neo4j-gremlin-bolt,589e2555b40ece9435592fbb50b26fe9a400e0d9,0.4.3,22,1,14,5,2
SteelBridgeLabs/neo4j-gremlin-bolt,bae1a3cc76e4ad3ee135a3ab44bd6deba47d48a5,0.4.2,22,1,14,5,2
SteelBridgeLabs/neo4j-gremlin-bolt,16c91eb42f62f77c0b4f2daf31b6b584c63a40a1,null,22,1,14,5,2
SteelBridgeLabs/neo4j-gremlin-bolt,3efe8cf21ee1aa34004968ae4e94b0b70bb1d27f,0.4.4,22,1,14,5,2
SteelBridgeLabs/neo4j-gremlin-bolt,b372307044a7665a9009e348bec3e38b442c9830,0.4.1,22,1,14,5,2
SteelBridgeLabs/neo4j-gremlin-bolt,2bb16e6939e58fdc01fb15ca2adcac412882d532,0.4.5,22,1,14,5,2
beykery/jkcp,3098d85db9f4342cef3cd2fcdc8de390693d2de3,1.0.8,2,0,0,2,0
beykery/jkcp,d15c5d82ba5040a4f1362dbe44a528c0ec4e5eaa,1.2.3,1,0,0,1,0
beykery/jkcp,1293b9f4021d47f31e9c850f72e1bb9619865a9c,1.3.0,1,0,0,1,0
beykery/jkcp,49b8ec6cb9c768cc983e16b0bfa34d476c11c874,1.0.2,2,0,0,2,0
beykery/jkcp,bc2f884c0f76d1a12f9422f463646ab4fbb920dc,0.5,2,0,0,2,0
beykery/jkcp,4f6de4cb0640749aa0f4edcb4b27f4facda9e126,1.0.6,2,0,0,2,0
beykery/jkcp,cf8945e868f5f7fa794da9aa5944ef4838968e07,0.6,2,0,0,2,0
beykery/jkcp,e5c1ca49d4ccca701977579198d4859e1442c403,0.2,2,0,0,2,0
beykery/jkcp,2d54d35570b5138ce5fc2d3dd3c5812be6af86eb,0.3,2,0,0,2,0
beykery/jkcp,ae1bb8edddfde91e99debc97910945f29644d56f,1.2.6,1,0,0,1,0
beykery/jkcp,2f73fad226a9aaee8bf7573dc5905b850c0a5a44,0.1,2,0,0,2,0
beykery/jkcp,57d5af238434c44fa608ce8047ac202f8f2633cc,1.2.2,1,0,0,1,0
beykery/jkcp,fa055a609522f92fb87b58603ab64a4a8ef4da74,1.0.1,2,0,0,2,0
beykery/jkcp,72e22de66141b6ebd676944ad8d71e1798c66ca9,1.0.5,2,0,0,2,0
beykery/jkcp,1d22e98e3905a5ef3c288203d4972241c554c648,1.1.0,2,0,0,2,0
beykery/jkcp,fe2f2fc8da52af694f7ff56a66709c10a882d438,1.2.0,2,0,0,2,0
beykery/jkcp,cf836e2d582481d57ddc82d7726bb8b9061ad981,null,1,0,0,1,0
beykery/jkcp,86fa3f1dab8247cc03d7bc1015b8fa1a2d18ad37,1.2.8,1,0,0,1,0
beykery/jkcp,46a8c333559d47d27398b3c3df2f47e8b4d2050c,1.0.7,2,0,0,2,0
beykery/jkcp,c11865be5a64216c645a5c4279bb5f7b463faaa4,1.0.3,2,0,0,2,0
beykery/jkcp,e579945d754eebedc907ce11d3e340e7adeb54a9,1.2.5,1,0,0,1,0
beykery/jkcp,daa437b61c114fc63abb4123742e48d9e414dd59,1.2.1,1,0,0,1,0
beykery/jkcp,588d6700c1d21ec83fe43c7c8ea92ad9032cf623,1.2.7,1,0,0,1,0
beykery/jkcp,d3fe92e5da3af071169c805bb5bcc7820d1292a2,1.2.9,1,0,0,1,0
beykery/jkcp,193c30c0f2549efa264fa081c78c5f1f37d63dd2,1.0.9,2,0,0,2,0
beykery/jkcp,67c7d89006f1ccc877fd8c0161650a8372af58c3,1.2.4,1,0,0,1,0
jkuhnert/ognl,6986b033ed39255c2e41ddc9c478d7f91ec281fb,3.2.2,4,1,1,2,0
jkuhnert/ognl,57dc1a036ddc3e412da7fe7623c4b9f518e771a2,null,4,1,0,2,1
jkuhnert/ognl,2d6395244be78ffdd27f32ac4d4909c3f5b9f61b,3.2.15,4,1,0,2,1
jkuhnert/ognl,4016ad6650fc6f8c0bb3ab4be262554ecce239f0,3.2.11,4,1,1,2,0
jkuhnert/ognl,71990a40e6dde8658b8f6717af6f52c078cf6400,3.2,4,1,1,2,0
jkuhnert/ognl,98d6ff13c6b8f6e598b8d136e09a75cede62f1c5,3.2.10,4,1,1,2,0
jkuhnert/ognl,1b0a213e3816921699f7fb1c1b1f3c985fccbbeb,3.2.9,4,1,1,2,0
jkuhnert/ognl,87e251cccd2feabd6eb39df90d7f89cfabbdd14f,3.2.13,4,1,0,2,1
jkuhnert/ognl,4b18b8c1f9e7e3a177aea2c74ef0409ecc3f6949,3.2.4,4,1,1,2,0
jkuhnert/ognl,032b10d442169101fbbc2e5d77b11c7112a010a8,3.2.1,4,1,1,2,0
jkuhnert/ognl,334bf6840add5148fba3e1fe157c25812088b4fc,3.2.5,4,1,1,2,0
jkuhnert/ognl,b9c3b69363db93dfbf726695285c90e2b3f87ecd,3.2.14,4,1,0,2,1
jkuhnert/ognl,33597832c4867d19c1cc68e291fbe699787ba132,3.2.8,4,1,1,2,0
jkuhnert/ognl,dbdd98c6bc6ddc2022c42428b8b56db6bd644e09,3.2.3,4,1,1,2,0
jkuhnert/ognl,a41348aa7a96d0a72c89771975a1c20f0f7af9f1,3.2.7,4,1,1,2,0
jkuhnert/ognl,450e90923b0f3b2f3305343483c746fc8124289a,3.2.16,4,1,0,2,1
jkuhnert/ognl,474d251569c7d519c46da276bcdcf17e279b80dd,3.2.12,4,1,0,2,1
jkuhnert/ognl,55bf8069a4e00e86b1d3e6b30e7315c4f00fa593,3.2.6,4,1,1,2,0
FrodeRanders/muprocessmanager,eb7a6f4a9a1cfefca95de8fe22218da7e3d59019,1.4,13,4,4,3,2
FrodeRanders/muprocessmanager,5476cdcbfc88c9a17424bb8efaff16a2159d62c4,1.10,14,4,4,4,2
FrodeRanders/muprocessmanager,e0dc3bded11e2eeb68188c8bfe537c01405f5bcf,1.5,13,4,4,3,2
FrodeRanders/muprocessmanager,5eb0a19a16685b962de71c72f40f1ef67e085859,null,14,4,4,4,2
FrodeRanders/muprocessmanager,33de58af9432b812e7533550e9a01733c8a1ccab,null,14,4,4,4,2
FrodeRanders/muprocessmanager,a8d5ac99dffe324c791c68e62c9392acce6ff1c3,1.7,14,4,4,4,2
FrodeRanders/muprocessmanager,bb876255db3f15f5195a5284ad1c909fa0b2b94d,1.9,14,4,4,4,2
AppiumTestDistribution/AppiumTestDistribution,faa5f4a2d75ca8692491605b87407c1a79d23e14,1.0.0,96,4,77,5,10
